no,sub,story,cond,res,res_corrected,scenes_xx,scenes_xz,scenes_final,group,segment_num,condition,no_char,flag
289,0616-1,3,5_r,"Jiyoon puts Yaz on to help with Elliot's course, in hopes that this will improve his ratings from the students. Jiyoon knows that Yaz will appeal the students, but also cannot take Elliot off the course entirely because this will not upset him and cause a greater scandal. ","Jiyoon puts Yaz on to help with Elliot's course, in hopes that this will improve his ratings from the students. Jiyoon knows that Yaz will appeal the students, but also cannot take Elliot off the course entirely because this will not upset him and cause a greater scandal. ",552 1,501,552 1,retrodiction,5,r,,
290,0619-1,3,5_r0,"Bill fell asleep with his daughter after tucking her in. Yaz is assigned Elliot's class as a guest lecturer. Jiyoon befriends Joan, while Lila tries to manage Bill's class for him.","Bill fell asleep with his daughter after tucking her in. Yaz is assigned Elliot's class as a guest lecturer. Jiyoon befriends Joan, while Lila tries to manage Bill's class for him.",1 1 1 1 84,0 0 0 84,1 1 1 84,retrodiction,5,r0,,
291,0619-1,3,5_r,"Bill fell asleep with his daughter after tucking her in. Yaz is assigned Elliot's class as a guest lecturer. Jiyoon befriends Joan, while Lila tries to manage Bill's class for him.
","Bill fell asleep with his daughter after tucking her in. Yaz is assigned Elliot's class as a guest lecturer. Jiyoon befriends Joan, while Lila tries to manage Bill's class for him.
",1 1 1 84,0 0 0 84,1 1 1 84,retrodiction,5,r,,
292,0706-1,3,5_r0,Bill's ability to stay together fades as his grief catches up to him. Joan and Elliot are unable to catch up to the ways of today. Elliot begins to feel insecure because of Yaz's excellence. ,Bill's ability to stay together fades as his grief catches up to him. Joan and Elliot are unable to catch up to the ways of today. Elliot begins to feel insecure because of Yaz's excellence. ,1 1 1,0,1 1 1,retrodiction,5,r0,,
293,0706-1,3,5_r,Bill's ability to stay together fades as his grief catches up to him. Joan and Elliot are unable to grapple with the ways of today. Jiyoon announces a promotion is on the horizon. Elliot begins to feel insecure because of Yaz's excellence.,Bill's ability to stay together fades as his grief catches up to him. Joan and Elliot are unable to grapple with the ways of today. Jiyoon announces a promotion is on the horizon. Elliot begins to feel insecure because of Yaz's excellence.,1 1 1 1,0,1 1 1 1,retrodiction,5,r,,
294,0707-1,3,5_r0,"There's a meeting involving all of the faculty in the English department, led by the Dean. He is discussing the need to boost enrollment and possible strategies. There is tension between the more senior and junior faculty. Everyone there is Bill, Joan, Elliot, Yaz, Jiyoon, and the Dean. ","There's a meeting involving all of the faculty in the English department, led by the Dean. He is discussing the need to boost enrollment and possible strategies. There is tension between the more senior and junior faculty. Everyone there is Bill, Joan, Elliot, Yaz, Jiyoon, and the Dean. ",132 1 1,0,132 1 1,retrodiction,5,r0,,
295,0707-1,3,5_r,Jiyoon and Yaz are discussing Elliot's course and the role that Yaz can play in helping boost enrollment in the course and freshen the material. Yaz agrees to help Elliot teach the course. ,Jiyoon and Yaz are discussing Elliot's course and the role that Yaz can play in helping boost enrollment in the course and freshen the material. Yaz agrees to help Elliot teach the course. ,501 558,0 558,501 558,retrodiction,5,r,,
296,0707-2,3,5_r0,The Dean has a meeting with the English department explaining the cuts.,The Dean has a meeting with the English department explaining the cuts.,1,0,1,retrodiction,5,r0,,
297,0707-2,3,5_r,"Yaz complains to Jiyoon about having to co-teach a class with Elliot, but Jiyoon explains there is nothing she can do. ","Yaz complains to Jiyoon about having to co-teach a class with Elliot, but Jiyoon explains there is nothing she can do. ",1 1,0,1 1,retrodiction,5,r,,
298,0522-2,3,5_p0,,,1 0 1,0,1 0 1,prediction,5,p0,,
299,0522-2,3,5_p,,,531,531,531,prediction,5,p,,
300,0523-1,3,5_p0,In the next scene Yaz and Jiyoon will discuss Elliot's behavior,Yaz and Jiyoon discuss Elliot's behavior,531,531,531,prediction,5,p0,,
301,0523-1,3,5_p,"In the next scene Yaz and Jiyoon will discuss Elliot's behavior
",Yaz and Jiyoon discuss Elliot's behavior,531,531,531,prediction,5,p,,
302,0523-3,3,5_p0,Elliot barges into Jiyoon's office and blames her for the lack of attendance in his class. He also is very jealous of Yaz's success.,Elliot barges into Jiyoon's office and blames her for the lack of attendance in his class. He also is very jealous of Yaz's success.,1 1 1,0,1 1 1,prediction,5,p0,,
303,0523-3,3,5_p,Elliot barges into Jiyoon's office and blames her for the lack of attendance in his class. He also is very jealous of Yaz's success. Yaz discusses her fears about Elliot chairing her tenure board with Jiyoon.,Elliot barges into Jiyoon's office and blames her for the lack of attendance in his class. He also is very jealous of Yaz's success. Yaz discusses her fears about Elliot chairing her tenure board with Jiyoon.,1 1 1 531,531,1 1 1 531,prediction,5,p,,
304,0523-5,3,5_p0,"Now, the story jumps back to Bill, who's finally returned back to the school after dropping his daughter off for college. He's greeted by Lila, who has concerns about the course she's TAing for him, but he brushes it off, as he doesn't seem that committed to the work at the moment.","Bill is greeted by Lila, who has concerns about the course she's TAing for him, but he brushes it off, as he doesn't seem that committed to the work at the moment.",1 1,0,1 1,prediction,5,p0,,
305,0523-5,3,5_p,Jiyoon meets with Yaz to talk about the Dean's request and her uncertainty with how to proceed with it. They talk about Yaz's success in enrolling students and ways to improve the department.,Jiyoon meets with Yaz to talk about the Dean's request and her uncertainty with how to proceed with it. They talk about Yaz's success in enrolling students and ways to improve the department.,531,531,531,prediction,5,p,,
306,0524-2,3,5_p0,"Yaz senses something off with Elliot. He's obviously sad about his turnout and blames Yaz's class for taking students from his. He feels uneasy about leading her tenure case out of selfishness. He disagrees with her class topic, and he tells her it is immature.","Yaz senses something off with Elliot. He's obviously sad about his turnout and blames Yaz's class for taking students from his. He feels uneasy about leading her tenure case out of selfishness. He disagrees with her class topic, and he tells her it is immature.",1 1 1 1,0 901,1 1 1 901,prediction,5,p0,,
307,0524-2,3,5_p,"Yaz approaches Jiyoon to further discuss her tenure. Jiyoon tries to avoid the subject, but she ends up telling Yaz the truth about the bleakness of their department. She ensures she will try her hardest to get Yaz tenure, but it is partially out of her hands.","Yaz approaches Jiyoon to further discuss her tenure. Jiyoon tries to avoid the subject, but she ends up telling Yaz the truth about the bleakness of their department. She ensures she will try her hardest to get Yaz tenure, but it is partially out of her hands.",531 0,502 531,502 531,prediction,5,p,,
308,0525-2,3,5_p0,Yaz will run after Elliot and ask why he left. Elliot will lash out at Yaz (because he is angry about his own number enrollment) and try and discredit her. ,Yaz will run after Elliot and ask why he left. Elliot will lash out at Yaz (because he is angry about his own number enrollment) and try and discredit her. ,1 1,0,1 1,prediction,5,p0,,
309,0525-2,3,5_p,"Yaz will run after Elliot and ask why he left. Elliot will lash out at Yaz (because he is angry about his own number enrollment) and try and discredit her. Yaz will go to Jiyoon, instead, asking her to sponsor her tenureship. ","Yaz will run after Elliot and ask why he left. Elliot will lash out at Yaz (because he is angry about his own number enrollment) and try and discredit her. Yaz will go to Jiyoon, instead, asking her to sponsor her tenureship. ",1 1 531,0,1 1 531,prediction,5,p,,
310,0526-2,3,5_p0,Elliot is probably going to cry about the situation,Elliot is probably going to cry about the situation,1,0,1,prediction,5,p0,,
311,0526-2,3,5_p,Yaz asks Jiyoon why her class is scheduled at the same time as Elliot's.,Yaz asks Jiyoon why her class is scheduled at the same time as Elliot's.,1,0,1,prediction,5,p,,
312,0527-1,3,5_p0,"Elliot talks to Jiyoon about his job, confronting her about why she would schedule two American Literature classes for the same class block.","Elliot talks to Jiyoon about his job, confronting her about why she would schedule two American Literature classes for the same class block.",1,0,1,prediction,5,p0,,
313,0527-1,3,5_p,"Yaz and Jiyoon have a discussion about the Dean's required layoffs. They agree that it would be very difficult to lay off the ""old-timer"" professors.","Yaz and Jiyoon have a discussion about the Dean's required layoffs. They agree that it would be very difficult to lay off the ""old-timer"" professors.",1,0,1,prediction,5,p,,
314,0528-1,3,5_p0,Joan is teaching a class and no one shows up and she's sad. She and Elliot are sad together because of their low enrollments. ,Joan is teaching a class and no one shows up and she's sad. She and Elliot are sad together because of their low enrollments. ,1 1,0,1 1,prediction,5,p0,,
315,0528-1,3,5_p,Yaz talks to Jiyoon about the tenure case and mentions that Elliot was sad about the low enrollments. Jiyoon asks Yaz for advice about what to do. They both create a game plan for how to save the department. ,Yaz talks to Jiyoon about the tenure case and mentions that Elliot was sad about the low enrollments. Jiyoon asks Yaz for advice about what to do. They both create a game plan for how to save the department. ,531 1 1,531,531 1 1,prediction,5,p,,
316,0608-1,3,5_p0,We see more into the older faculty and their trouble recruiting younger students.,We see more into the older faculty and their trouble recruiting younger students.,1,0,1,prediction,5,p0,,
317,0608-1,3,5_p,Yaz talks to Jiyoon about Elliot walking out and asks why she scheduled two classes of a similar topic. Maybe Jiyoon tells Yaz that she was forced by the dean to get 3 older faculty to retire and this way seemed the nicest way to convince them to retire,Yaz talks to Jiyoon about Elliot walking out and asks why she scheduled two classes of a similar topic. Maybe Jiyoon tells Yaz that she was forced by the dean to get 3 older faculty to retire and this way seemed the nicest way to convince them to retire,531 1,531,531 1,prediction,5,p,,
318,0608-2,3,5_p0,Elliot meets with other senior faculties of the department to talk about Yaz's tenure package. ,Elliot meets with other senior faculties of the department to talk about Yaz's tenure package. ,1,0,1,prediction,5,p0,,
319,0608-2,3,5_p,Jiyoon and Yaz meet to discuss Yaz's tenure package. Jiyoon brings up the issue about firing the senior faculties. ,Jiyoon and Yaz meet to discuss Yaz's tenure package. Jiyoon brings up the issue about firing the senior faculties. ,531 1,0,531 1,prediction,5,p,,
320,0611-1,3,5_p0,"Elliot pulls out of reviewing Yaz's tenure application and makes a big stink about Sex in Novel vs American Letters. Elliot also takes this up with Jiyoon, who then informs him and Joan about the Dean's meeting and how they are up for retirement. I am still counting on drunk Bill showing up sometime now.","Elliot pulls out of reviewing Yaz's tenure application and makes a big stink about Sex in Novel vs American Letters. Elliot also takes this up with Jiyoon, who then informs him and Joan about the Dean's meeting and how they are up for retirement. I am still counting on drunk Bill showing up sometime now.",1 1 1,0,1 1 1,prediction,5,p0,,
321,0611-1,3,5_p,Elliot pulls out of reviewing Yaz's tenure application and makes a big stink about clashing classes. Elliot also takes this up with Jiyoon. I am guessing Jiyoon also tells Yaz about putting her promotion on hold for now.,Elliot pulls out of reviewing Yaz's tenure application and makes a big stink about clashing classes. Elliot also takes this up with Jiyoon. I am guessing Jiyoon also tells Yaz about putting her promotion on hold for now.,1 1 1 531,531,1 1 1 531,prediction,5,p,,
